date,admin1,commodity,unit,priceflag,pricetype,currency,price
2017-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,12891.56
2018-01-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,12914.18
2018-02-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,12936.79
2018-03-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,12959.41
2018-04-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,12982.03
2018-05-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13004.65
2018-06-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13027.26
2018-07-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13049.88
2018-08-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13072.5
2018-09-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13095.12
2018-10-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13117.74
2018-11-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13140.35
2018-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13162.97
2019-01-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13185.59
2019-02-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13208.21
2019-03-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13230.82
2019-04-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13253.44
2019-05-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13276.06
2019-06-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13298.68
2019-07-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13321.29
2019-08-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13343.91
2019-09-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13366.53
2019-10-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13389.15
2019-11-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13411.76
2019-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13434.38
2020-01-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13457.0
2020-02-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13458.0
2020-03-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13458.0
2020-04-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13450.0
2020-05-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13450.0
2020-06-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13442.0
2020-07-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13426.0
2020-08-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13425.0
2020-09-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13417.0
2020-10-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13382.0
2020-11-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13350.0
2020-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13350.0
2021-01-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13246.0
2021-02-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13260.0
2021-03-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13388.0
2021-04-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13325.0
2021-05-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13325.0
2021-06-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13334.0
2021-07-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13356.0
2021-08-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13356.0
2021-09-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13356.0
2021-10-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13402.0
2021-11-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13444.0
2021-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13492.0
2022-01-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13416.0
2022-02-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13394.0
2022-03-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13394.0
2022-04-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13403.0
2022-05-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13392.0
2022-06-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13383.0
2022-07-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13383.0
2022-08-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13386.0
2022-09-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13574.0
2022-10-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13706.0
2022-11-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13711.0
2022-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13750.0
2023-01-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,13899.0
2023-02-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14406.0
2023-03-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14725.0
2023-04-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14744.0
2023-05-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14745.0
2023-06-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14727.0
2023-07-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14752.0
2023-08-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,14865.0
2023-09-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,15398.0
2023-10-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,15675.0
2023-11-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,15756.0
2023-12-15,KALIMANTAN BARAT,Rice,KG,aggregate,Retail,IDR,15756.0
2016-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13894.0
2016-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13869.0
2016-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13788.0
2016-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13982.0
2016-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13952.0
2016-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13925.0
2017-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13783.67
2017-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13642.33
2017-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13501.0
2017-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13483.91
2017-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13466.82
2017-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13449.74
2017-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13432.65
2017-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13415.56
2017-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13398.47
2017-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13381.38
2017-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13364.29
2017-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13347.21
2018-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13330.12
2018-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13313.03
2018-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13295.94
2018-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13278.85
2018-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13261.76
2018-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13244.68
2018-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13227.59
2018-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13210.5
2018-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13193.41
2018-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13176.32
2018-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13159.24
2018-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13142.15
2019-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13125.06
2019-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13107.97
2019-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13090.88
2019-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13073.79
2019-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13056.71
2019-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13039.62
2019-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13022.53
2019-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13005.44
2019-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12988.35
2019-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12971.26
2019-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12954.18
2019-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12937.09
2020-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12920.0
2020-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12750.0
2020-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,12760.0
2020-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13245.0
2020-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13477.0
2020-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13491.0
2020-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13525.0
2020-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13546.0
2020-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13466.0
2020-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13208.0
2020-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13331.0
2020-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13333.0
2021-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13358.0
2021-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13260.0
2021-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13243.0
2021-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13275.0
2021-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13275.0
2021-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13337.0
2021-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13338.0
2021-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13338.0
2021-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13298.0
2021-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13288.0
2021-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13265.0
2021-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13275.0
2022-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13232.0
2022-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13238.0
2022-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13244.0
2022-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13232.0
2022-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13208.0
2022-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13177.0
2022-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13282.0
2022-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13651.0
2022-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13929.0
2022-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,13993.0
2022-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,14169.0
2022-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,14394.0
2023-01-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,15185.0
2023-02-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,15840.0
2023-03-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,15968.0
2023-04-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,16307.0
2023-05-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,16723.0
2023-06-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17172.0
2023-07-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17162.0
2023-08-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17030.0
2023-09-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17203.0
2023-10-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17691.0
2023-11-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17750.0
2023-12-15,KALIMANTAN SELATAN,Rice,KG,aggregate,Retail,IDR,17750.0
2016-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14179.0
2016-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14175.0
2016-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14157.0
2016-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13812.0
2016-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13801.0
2016-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13296.0
2017-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13384.67
2017-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13473.33
2017-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13562.0
2017-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13558.71
2017-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13555.41
2017-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13552.12
2017-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13548.82
2017-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13545.53
2017-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13542.24
2017-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13538.94
2017-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13535.65
2017-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13532.35
2018-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13529.06
2018-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13525.76
2018-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13522.47
2018-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13519.18
2018-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13515.88
2018-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13512.59
2018-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13509.29
2018-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13506.0
2018-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13502.71
2018-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13499.41
2018-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13496.12
2018-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13492.82
2019-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13489.53
2019-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13486.24
2019-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13482.94
2019-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13479.65
2019-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13476.35
2019-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13473.06
2019-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13469.76
2019-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13466.47
2019-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13463.18
2019-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13459.88
2019-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13456.59
2019-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13453.29
2020-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13450.0
2020-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13644.0
2020-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13717.0
2020-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14079.0
2020-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14265.0
2020-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14243.0
2020-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14220.0
2020-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14229.0
2020-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14128.0
2020-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14058.0
2020-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14100.0
2020-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14092.0
2021-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14125.0
2021-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14109.0
2021-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14093.0
2021-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14165.0
2021-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14189.0
2021-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14163.0
2021-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14221.0
2021-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14142.0
2021-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13999.0
2021-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13862.0
2021-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13846.0
2021-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13820.0
2022-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13963.0
2022-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14125.0
2022-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14121.0
2022-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13968.0
2022-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13929.0
2022-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,13954.0
2022-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14103.0
2022-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14615.0
2022-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14967.0
2022-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,14955.0
2022-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,15480.0
2022-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,16236.0
2023-01-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,16600.0
2023-02-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,16926.0
2023-03-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,17239.0
2023-04-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,17663.0
2023-05-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18089.0
2023-06-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18537.0
2023-07-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18532.0
2023-08-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18219.0
2023-09-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18202.0
2023-10-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18676.0
2023-11-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18933.0
2023-12-15,KALIMANTAN TENGAH,Rice,KG,aggregate,Retail,IDR,18933.0
2016-01-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-02-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-03-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-04-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-05-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-06-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-07-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12133.0
2016-08-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12073.0
2016-09-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12144.0
2016-10-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12144.0
2016-11-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12150.0
2016-12-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12148.0
2017-01-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12172.0
2017-02-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12196.0
2017-03-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12220.0
2017-04-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12229.97
2017-05-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12239.94
2017-06-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12249.91
2017-07-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12259.88
2017-08-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12269.85
2017-09-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12279.82
2017-10-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12289.79
2017-11-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12299.76
2017-12-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12309.74
2018-01-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12319.71
2018-02-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12329.68
2018-03-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12339.65
2018-04-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12349.62
2018-05-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12359.59
2018-06-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12369.56
2018-07-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12379.53
2018-08-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12389.5
2018-09-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12399.47
2018-10-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12409.44
2018-11-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12419.41
2018-12-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12429.38
2019-01-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12439.35
2019-02-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12449.32
2019-03-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12459.29
2019-04-15,KALIMANTAN TIMUR,Rice,KG,aggregate,Retail,IDR,12469.26
