date,admin1,commodity,unit,priceflag,pricetype,currency,price
2023-02-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,12525.0
2023-03-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,13411.0
2023-04-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,14203.0
2023-05-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,14264.0
2023-06-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,13964.0
2023-07-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,13750.0
2023-08-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,13750.0
2023-09-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,13862.0
2023-10-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,14688.0
2023-11-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,14875.0
2023-12-15,GORONTALO,Rice,KG,aggregate,Retail,IDR,14875.0
2016-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12079.0
2016-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11467.0
2016-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11475.0
2016-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11458.0
2016-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11433.0
2016-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11413.0
2017-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11436.0
2017-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11459.0
2017-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11482.0
2017-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11500.53
2017-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11519.06
2017-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11537.59
2017-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11556.12
2017-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11574.65
2017-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11593.18
2017-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11611.71
2017-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11630.24
2017-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11648.76
2018-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11667.29
2018-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11685.82
2018-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11704.35
2018-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11722.88
2018-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11741.41
2018-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11759.94
2018-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11778.47
2018-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11797.0
2018-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11815.53
2018-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11834.06
2018-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11852.59
2018-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11871.12
2019-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11889.65
2019-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11908.18
2019-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11926.71
2019-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11945.24
2019-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11963.76
2019-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11982.29
2019-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12000.82
2019-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12019.35
2019-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12037.88
2019-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12056.41
2019-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12074.94
2019-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12093.47
2020-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12112.0
2020-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12112.0
2020-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11835.0
2020-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2020-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11766.0
2020-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11762.0
2020-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11762.0
2020-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11784.0
2020-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2020-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2020-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2020-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2021-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2021-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2021-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2021-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11788.0
2021-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11797.0
2021-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2021-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2021-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2021-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2021-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2021-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2021-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2022-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2022-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2022-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2022-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11800.0
2022-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11823.0
2022-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11888.0
2022-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11888.0
2022-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,11919.0
2022-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12205.0
2022-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12461.0
2022-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12797.0
2022-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12812.0
2023-01-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12825.0
2023-02-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12899.0
2023-03-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12938.0
2023-04-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12938.0
2023-05-15,JAMBI,Rice,KG,aggregate,Retail,IDR,12999.0
2023-06-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13088.0
2023-07-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13088.0
2023-08-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13217.0
2023-09-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13636.0
2023-10-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13780.0
2023-11-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13788.0
2023-12-15,JAMBI,Rice,KG,aggregate,Retail,IDR,13788.0
2016-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10468.0
2016-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10412.0
2016-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10315.0
2016-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10288.0
2016-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10318.0
2016-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10333.0
2017-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10333.33
2017-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10333.67
2017-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10334.0
2017-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10361.06
2017-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10388.12
2017-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10415.18
2017-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10442.24
2017-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10469.29
2017-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10496.35
2017-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10523.41
2017-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10550.47
2017-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10577.53
2018-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10604.59
2018-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10631.65
2018-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10658.71
2018-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10685.76
2018-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10712.82
2018-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10739.88
2018-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10766.94
2018-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10794.0
2018-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10821.06
2018-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10848.12
2018-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10875.18
2018-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10902.24
2019-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10929.29
2019-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10956.35
2019-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,10983.41
2019-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11010.47
2019-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11037.53
2019-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11064.59
2019-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11091.65
2019-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11118.71
2019-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11145.76
2019-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11172.82
2019-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11199.88
2019-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11226.94
2020-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11254.0
2020-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11364.0
2020-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11418.0
2020-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11475.0
2020-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11387.0
2020-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11336.0
2020-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11325.0
2020-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11282.0
2020-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11260.0
2020-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11237.0
2020-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11205.0
2020-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11188.0
2021-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11191.0
2021-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11192.0
2021-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11189.0
2021-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11200.0
2021-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11199.0
2021-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11192.0
2021-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11248.0
2021-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11217.0
2021-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11212.0
2021-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11216.0
2021-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11215.0
2021-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11284.0
2022-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11405.0
2022-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11398.0
2022-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11406.0
2022-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11437.0
2022-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11400.0
2022-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11379.0
2022-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11359.0
2022-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11403.0
2022-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11539.0
2022-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11595.0
2022-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11651.0
2022-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11863.0
2023-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12077.0
2023-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12530.0
2023-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12567.0
2023-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12570.0
2023-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12580.0
2023-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12590.0
2023-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12576.0
2023-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12755.0
2023-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,13867.0
2023-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,14050.0
2023-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,14061.0
2023-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,13005.5
2024-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2024-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12500.0
2024-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12350.0
2024-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12600.0
2024-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12300.0
2024-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12250.0
2024-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12250.0
2024-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12300.0
2024-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12850.0
2024-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12800.0
2024-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12750.0
2024-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12750.0
2025-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12850.0
2025-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12900.0
2025-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12800.0
2025-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12550.0
2025-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12450.0
2025-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12200.0
2025-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12250.0
2025-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12350.0
2025-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12350.0
2025-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12350.0
2025-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11700.0
2025-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-01-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-02-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-03-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12000.0
2026-04-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12350.0
2026-05-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,12450.0
2026-06-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-07-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-08-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-09-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-10-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-11-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2026-12-15,JAWA BARAT,Rice,KG,aggregate,Retail,IDR,11950.0
2016-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10099.0
2016-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10009.0
2016-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9977.0
2016-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9966.0
2016-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9960.0
2016-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9980.0
2017-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9968.33
2017-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9956.67
2017-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9945.0
2017-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,9974.76
2017-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10004.53
2017-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10034.29
2017-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10064.06
2017-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10093.82
2017-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10123.59
2017-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10153.35
2017-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10183.12
2017-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10212.88
2018-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10242.65
2018-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10272.41
2018-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10302.18
2018-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10331.94
2018-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10361.71
2018-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10391.47
2018-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10421.24
2018-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10451.0
2018-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10480.76
2018-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10510.53
2018-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10540.29
2018-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10570.06
2019-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10599.82
2019-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10629.59
2019-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10659.35
2019-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10689.12
2019-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10718.88
2019-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10748.65
2019-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10778.41
2019-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10808.18
2019-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10837.94
2019-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10867.71
2019-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10897.47
2019-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10927.24
2020-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10957.0
2020-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11003.0
2020-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11017.0
2020-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11044.0
2020-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11035.0
2020-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11007.0
2020-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10983.0
2020-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10955.0
2020-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10947.0
2020-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10944.0
2020-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10946.0
2020-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10943.0
2021-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10928.0
2021-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11001.0
2021-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10891.0
2021-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10815.0
2021-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10820.0
2021-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10823.0
2021-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10786.0
2021-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10713.0
2021-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10730.0
2021-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10731.0
2021-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10745.0
2021-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10809.0
2022-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10972.0
2022-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10989.0
2022-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10960.0
2022-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10951.0
2022-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10968.0
2022-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10940.0
2022-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,10925.0
2022-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11037.0
2022-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11251.0
2022-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11343.0
2022-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11395.0
2022-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,11807.0
2023-01-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12153.0
2023-02-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12639.0
2023-03-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12671.0
2023-04-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12622.0
2023-05-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12626.0
2023-06-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12569.0
2023-07-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12613.0
2023-08-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,12752.0
2023-09-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,13412.0
2023-10-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,13680.0
2023-11-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,13735.0
2023-12-15,JAWA TENGAH,Rice,KG,aggregate,Retail,IDR,13735.0
2016-01-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-02-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-03-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-04-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-05-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-06-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-07-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10256.0
2016-08-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,10013.0
2016-09-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,9976.0
2016-10-15,JAWA TIMUR,Rice,KG,aggregate,Retail,IDR,9905.0
